Company Name,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year
Jubilant Foodworks Ltd.,2344.7,1056.4,650.8,10365,-158,9326.4,8374.5,4758.1,4758.1,1573.4,1056.4,10181.8,344835.1,-1716.1,1713.4,3/31/2012,3709.3,1351.1,652.8,14329.2,-229.5,12974.2,11782.4,6630.7,6630.7,1928.3,1351.1,14085.3,340645.08,-1916.4,2097.6,3/31/2013,4980.3,1258,654.4,17484.6,-787.9,16233.7,14839.2,8829.9,8829.9,2626.2,1258,17245.7,346748.65,-2399.8,2309,3/31/2014,6055.5,1068.9,655.7,20910.2,-1771.3,19685.1,18189.4,11093.2,11093.2,3539.3,1232.8,20757.4,346154.79,-2765.5,2832.7,3/31/2015,7317.5,868.7,658,24302.7,-1778.2,23238.5,21442.2,12678.4,12678.4,3828.4,1066.2,24166.3,341502.88,-2014,2200.8,3/31/2016,7862.3,474.4,659.5,25677.9,-1908.5,25010.4,23034.3,13516,13516,4102.3,672.5,25514.4,340876.03,-1974.9,2124.9,3/31/2017,9779.1,1865.4,659.8,30103.2,230.7,28053.8,25410,15896.3,15896.3,4707.9,2064,29804.4,345659.91,-3520.8,4150.3,3/31/2018,11917.5,2830.3,1319.7,35870.5,2608.5,32634.4,29279.3,19398.7,19398.7,5433.2,3228,35306.6,337543.81,-4458.8,4338.8,3/31/2019,10509.8,1004.5,1319.7,39546.2,1267.9,36801.9,30023.6,34483.2,34483.2,7110,2754.5,38857.9,323654.07,-975.7,7320.1,3/31/2020,13651.5,2336.9,1319.7,33392.7,-711.4,31068.9,24902.6,38484.4,38484.4,8588.4,2336.9,32688.9,327811.1,-6143,7470.2,3/31/2021
Jubilant Pharmova Ltd.,19011.7,-1364.5,159.3,27725.2,-794.6,29466.9,23946,62501.4,62501.4,14667.1,-809.2,27331.8,63377.97,-5015.2,4055.6,3/31/2012,18276.6,-992.2,159.3,32931.5,-6151.8,33688.3,27984.7,65707.8,65707.8,21058.2,-433.2,32663.6,62995.69,-3994.5,8272.2,3/31/2013,17173.1,-536.3,154.5,38394,-18134.5,38598,32406.9,68380.9,68380.9,33858.6,8.2,38095.2,61418.81,-1937.7,5486.8,3/31/2014,19290.4,1476,159.3,39207.8,1847.5,36417.8,29733.1,52796.3,52796.3,13092,2051.1,33295.6,60733.9,13193.5,2855.5,3/31/2015,19978,215.1,159.3,28574.6,-1846.4,27950.9,24473.8,45526.4,45526.4,11562.5,730,27548.1,59674.68,5216.9,1643,3/31/2016,20268.8,256.1,159.3,26748.8,1175.5,26586.7,23572.3,46265.1,46265.1,9112.6,791.9,25924.9,57962.41,-430.6,4191.7,3/31/2017,22334.6,2083.9,159.3,33896,-551.6,31442.5,28195.8,48549.9,48549.9,12392.1,2634.4,33069.2,58233.18,-1269.2,5578.4,3/31/2018,23243.8,915,159.3,35258.5,-2222.6,33314.9,30462.5,51062.3,51062.3,12984.9,1476.3,34095.6,56990.79,-2847.8,1817.4,3/31/2019,25913.6,1683,159.3,33131.3,1762.1,31003.1,28664.6,56833.5,56833.5,13794.1,3211.4,31063,53542.35,-1977.2,3167.6,3/31/2020,12660.4,2144.8,159.3,27586,-540.4,24889.1,22261.1,18502.7,18502.7,1201.9,2144.8,26941.9,51248.71,1779.6,6083.8,3/31/2021
Just Dial Ltd.,541.6,505.8,519.1,2754.5,434.3,2248.7,1938.7,2976.9,2976.9,1382.3,505.8,2620.6,52066.64,-1208.9,957.1,3/31/2012,3556.3,684.6,695,3768.7,3399.4,3084.1,2620.2,6864.3,6864.3,1775.5,684.6,3627.7,52437.31,-3534.8,1023.1,3/31/2013,4643.1,1042,701.5,5017.6,2805.9,3811.5,3186.4,8874.9,8874.9,2255.8,1206.1,4612.9,52837.46,-1286.5,1330.3,3/31/2014,6028.2,1219.2,704.9,6390.4,5351.2,5001.5,4212.4,11437.6,11437.6,2872.5,1388.9,5898,52184.58,-1585,1846.6,3/31/2015,6699.3,1257.7,694.7,7476.9,48.5,6049.5,5182.2,10638.7,10638.7,3015,1427.4,6676.6,50074.28,247.7,1479.5,3/31/2016,8355.3,1213.4,695.4,8056.7,495.4,6843.3,6088.9,12898.2,12898.2,3504.3,1213.4,7186.1,50263.83,-1178.3,1362,3/31/2017,9118.1,1431.8,673.9,8489,7.1,7057.2,6165,14287.9,14287.9,4124.8,1431.8,7817.7,49990.04,-1370,2261.4,3/31/2018,9338.7,2068,647.6,9916.1,-459.3,7848.1,6625.5,15656.3,15656.3,4971.6,2068,8915,47766.01,-766.2,2762.6,3/31/2019,12225.6,2723.1,649.1,10928.4,-569.8,8205.3,6801.8,18439,18439,4278.7,2723.1,9531.1,47020.46,-1269,1525.6,3/31/2020,12021.7,2141.9,618.8,8250.7,-442.5,6108.8,5202.7,18051.4,18051.4,4060.4,2141.9,6751.8,44830.13,1738,1389.3,3/31/2021
Jyothy Labs Ltd.,6654.4,600.9,80.6,7456.4,-61.2,6616.8,6034.7,13627.9,13627.9,2297.1,835.2,6890.1,55742.27,-5912.2,1253.9,3/31/2012,6526.2,-45.2,161.3,11155.3,-613.5,11299.3,9996,16577,16577,4406.6,440.4,10658.8,55723.91,23.9,70.7,3/31/2013,8623.5,425.8,181,13624.4,1466.1,12513.2,11316.4,18955.1,18955.1,2485.7,1061.1,13035.2,55723.91,-1204.1,1472.6,3/31/2014,9435.8,556.4,181,15568.1,707.4,14267.5,13372.2,20721.2,20721.2,4363.3,1427.9,14835.5,55870.8,-4.9,1575.6,3/31/2015,4540.2,-998.3,181.1,16249.9,-3545.4,15500.8,13787.9,15187.7,15187.7,8146.4,745.2,16089.9,54457.04,973.7,1952.2,3/31/2016,6354.8,1802.5,181.7,17096.1,-2687.3,15136.4,14427.6,16669.7,16669.7,7371.1,2020.5,16982.1,54934.41,-201.3,1655.4,3/31/2017,6652.8,293.4,181.8,16889.3,-1882.1,15248.2,13764.7,17899.2,17899.2,7926.3,1605.4,16576.3,55723.91,-809.8,2510.1,3/31/2018,8172.1,1712.5,367.2,17967.1,383.3,16137.8,14928.6,17825.3,17825.3,5670.1,1931.7,17872.1,54034.75,246.5,3047.4,3/31/2019,7065.4,-1079.3,367.2,16854.3,-688.3,15595.3,14458.4,16948.5,16948.5,5196.9,1576.9,16804.6,56329.81,720.6,1653.6,3/31/2020,8970.5,1902.6,367.2,19097.8,1813.2,17468.4,15947,18506.8,18506.8,4943.5,1902.6,18992.9,56146.2,-1272.4,3863.2,3/31/2021
K E C International Ltd.,9252.2,-104.7,514.2,57771.8,772.8,57771.9,53799.1,52108,52108,38191.9,45.6,57312.5,101588.47,-914.4,-1508,3/31/2013,9807.8,675.4,514.2,68422.8,-170,68097.8,62501.5,61073.3,61073.3,46917,855.9,67496,100084.5,-235.8,-249.3,3/31/2014,10594.7,835.1,514.2,69605.8,-781.4,68520.2,62520.3,62320.9,62320.9,47349.2,1113.6,67815.9,98362.01,1270,626.5,3/31/2015,13308.4,1367,514.2,79192.6,-689.2,77048.9,69249.2,80988.2,80988.2,63354.1,1954.4,78822.5,97822.12,-1031.5,-373.1,3/31/2016,16043.4,2818.2,514.2,78009.7,4681.6,75175.2,66763.9,77938,77938,56632.9,2818.2,77371,95816.84,-1526.6,15449.3,3/31/2017,19872.3,3889.1,514.2,90983.5,6249,87328.5,80500.8,98014.6,98014.6,71983.9,4300.5,90757.4,94865.61,-3444.3,7715.3,3/31/2018,24429.2,4234.3,514.2,103360.5,8355.9,98180,90607,111561.6,111561.6,81156.5,4976.9,101178,96073.92,-939.6,1710.9,3/31/2019,27867.6,3568.8,514.2,106065.4,4923.8,101322.5,93923.1,121927.3,121927.3,90984.6,5457.3,104706.2,95945.38,-2918.9,1198.6,3/31/2020,34683.6,6460.9,514.2,118946.2,10388.5,112521.1,104627.8,135880.7,135880.7,97501.2,6460.9,118517.9,95225.53,-1794.6,8327.1,3/31/2021,38041.1,3316.1,514.2,126700,7629.9,122356.9,114037.3,153013.6,153013.6,111142.7,4344.4,125732.7,93040.28,-3609.2,1039.8,3/31/2022
K I O C L Ltd.,14361.1,721,6345.1,16924.1,17776.8,15954.4,15205.7,24693.3,24693.3,2305.9,943,15277.1,118602.63,604.9,-272.1,3/31/2012,14597.3,236.2,6345.1,13674.2,18626.8,14252,13651.7,25146,25146,2226.1,310.5,11921.4,120851.31,1901.3,-1785.8,3/31/2013,14900.2,302.9,6345.1,19782.9,19555.2,19574.3,16654.5,27321.4,27321.4,3550.5,399.4,15375.8,118663.4,4009.3,-923.7,3/31/2014,15039.6,232,6345.1,8879.2,20162.7,8994.3,8188.8,26563.8,26563.8,2994.1,308.2,6373.5,118389.91,1962,-991.2,3/31/2015,14279,-877.7,6345.1,4253.6,19370.4,2946.1,2747.9,24470.9,24470.9,1774.3,-801.5,2166.4,111765.43,457.4,-435,3/31/2016,14670.5,394.9,6345.1,10869.8,19888.2,10823.6,10742.9,26503.1,26503.1,2634.9,479.3,9358.6,112038.91,3023.3,-2612.8,3/31/2017,15111.2,410,6345.1,17993.2,20113.4,17462.1,17071.5,26921,26921,2789.3,814.8,16117.3,111795.81,-127.7,-996.7,3/31/2018,13720.3,514.3,6219.3,20126.8,18102.9,19411.3,18485,24869.4,24869.4,3175.9,1118.6,18784.7,103165.75,5811.7,-1261.9,3/31/2019,12940.1,-562.4,6219.3,20565.4,17657.7,20067.5,19406.8,25767.2,25767.2,3761.6,434.8,19338.3,115016.89,485.4,-217.6,3/31/2020,13782.4,2576.4,6077.5,24778.3,17919.1,21557.7,20040.7,27798.3,27798.3,5177.6,3011.7,23673.6,106174.12,2985.2,1105.6,3/31/2021
K N R Constructions Ltd.,3786.8,494.9,281.2,7574.9,570.9,7047.3,6087.2,8171.1,8171.1,3372.4,527.6,7494.9,72136.67,-583.5,957.5,3/31/2012,4275.3,488.4,281.2,7099.9,1327.4,6578.6,5753,9540.7,9540.7,3568.7,521.3,6886.8,71841.38,-578.8,564.4,3/31/2013,4851.9,576.9,281.2,8535.1,625.2,7925.3,7052.9,9596.4,9596.4,3332,609.8,8372.6,70589.88,-794.5,810.8,3/31/2014,5410.8,696.3,281.2,8894.9,953.3,8164.8,7255.2,10112.7,10112.7,3652.9,730.1,8763.6,70266.46,-245.9,365.6,3/31/2015,7095.8,1543,281.2,9779.9,417.9,8169.2,7464.6,12983,12983,4426.2,1610.7,9040.6,67229.13,-2554.5,2533.7,3/31/2016,8673.5,1572.5,281.2,15717.6,-672.4,14145.1,13088.3,16887.4,16887.4,6306.9,1572.5,15410.5,67369.75,-3094.9,3165.5,3/31/2017,11297.1,2636.3,281.2,19711.8,996.4,16990.9,15343,20690.3,20690.3,6697.8,2720.9,19316.6,66919.77,-1833.8,1528.3,3/31/2018,13861.9,2564.9,281.2,22006.4,5142.2,19373.7,17062.7,23355.9,23355.9,6808.1,2632.7,21372.5,65204.24,-2869.2,2485.2,3/31/2019,15957.5,2099.6,281.2,23008.3,5791.3,20756.1,17507.1,28781.5,28781.5,10547.3,2252.2,22442.4,63671.51,-2899.9,3941.5,3/31/2020,18116,2441.8,562.5,27522.7,5307.4,25080.9,21437.8,31499.9,31499.9,12610.4,2441.8,27026.3,60845.11,649.1,2980.2,3/31/2021
K P I T Technologies Ltd.,,,,,,,,,,,,,145474.41,,,,,,,,,,,,,,,,145118.02,,,,,,,,,,,,,,,,144103.69,,,,,,,,,,,,,,,,139799.63,,,,,,,,,,,,,,,,133562.86,,,,,,,,,,,,,,,,128957.25,,,,-2.7,-2.7,1,,-1.7,2.7,2.7,0.9,0.9,2.6,-2.7,,131876.88,,-0.1,3/31/2018,6549.8,744.5,2685,2660.8,2692.9,1916.3,1474.7,12546.5,12546.5,2634.9,744.5,2303,128820.18,-1400,1442.1,3/31/2019,6631.9,1328.9,2688.8,10034.4,2564.5,8130,6880.4,12649.7,12649.7,2337.7,1897.7,9676.4,128641.98,-570.9,2445.9,3/31/2020,7792.3,935.3,2690.4,8236.5,4802.2,7301.2,6078.2,13453.3,13453.3,2212.6,935.3,8028.5,124557.24,-3627.3,4178,3/31/2021
K P R Mill Ltd.,5422.2,81.2,376.8,11962.6,-253.6,11240.1,9678.8,15747.6,15747.6,3941.9,312.3,11859.2,202952.06,-1689.8,2521.7,3/31/2012,6248.1,731.8,376.8,14992.9,-477.2,14046.8,11421,16119.1,16119.1,4503.3,1007.6,14930.2,204199.68,-1463.9,3857.7,3/31/2013,7223,985.3,376.8,19895.1,-252.4,18919.4,16383.5,17347.9,17347.9,5830,1305.6,19833.8,203003.33,-2539.5,2222.1,3/31/2014,8257.2,1040.3,376.8,21031.9,577.4,19357,17023,17774.8,17774.8,6226.5,1459.8,20972.9,203498.96,2.8,1061.8,3/31/2015,9433.7,940.8,376.8,19954.8,508.2,18453.5,16110.2,17983.2,17983.2,6397.7,1561.4,19811.3,201225.9,-887.2,2574.5,3/31/2016,10811.1,2338.8,369.5,22479.2,1761.1,20456.4,18094.7,18013.8,18013.8,5158.2,2384.2,22191.4,201260.08,-1312.1,3921.5,3/31/2017,12997.7,2183.6,369.5,25282.1,4114,23483.7,21273.6,19315,19315,4360.2,2249.7,25145,199585.19,-492.9,2276.4,3/31/2018,14749.2,2826.2,362.8,30262.6,5885.6,27874.3,25257.2,23978.3,23978.3,7480.7,2891.1,30166.5,195996.15,-360.4,-823.3,3/31/2019,14704.7,2569.8,344.1,29595.3,5067.3,28486.2,26050.8,21874.3,21874.3,5686.2,2946.1,29394.5,188954.78,-1520.4,7573.2,3/31/2020,18721.3,4016.6,344.1,29955.5,8449.8,23620.6,20893.8,24856.6,24856.6,5262.4,4326.2,29858.5,179264.35,-4176.6,5225,3/31/2021
K R B L Ltd.,6452.2,626.8,243.1,16382.2,3358.4,16955.1,15295.3,19607,19607,11671.2,711.5,16320.8,50808.91,-598.6,1409.8,3/31/2012,7738.9,1314.1,241.9,21190.7,4024,20534.5,18705.4,19784.9,19784.9,10852,1504.6,20815.6,50667.67,-527.2,1700.6,3/31/2013,9963.7,2371.9,235.4,28585.8,6168.1,25237.1,23187.5,26879.9,26879.9,14416.3,2653.1,27926.2,50714.75,-1160.7,-2115.4,3/31/2014,12354.5,2408.4,235.4,31170.7,7262,29382,27280.3,30001.4,30001.4,14886.4,2808.6,31146.4,50667.67,-2297.1,3226.1,3/31/2015,14367.3,2427,235.4,34400.7,8136.8,32175,30019.2,29580.4,29580.4,11831.7,3274.4,33485.5,49690.81,-840.1,4328.4,3/31/2016,18480.5,4011.2,235.4,31618.8,9897.4,30214.1,27577.6,34005,34005,13080.8,4011.2,31468.5,49267.1,-1896.7,2658.6,3/31/2017,22557.6,4075.3,235.4,32867.8,14335.4,29236.2,25664.5,38608.7,38608.7,13802,4617.9,32467.5,49537.8,-244.9,358.2,3/31/2018,26939.1,4381.1,235.4,41344.7,18344.3,39129.1,35285.7,46297.8,46297.8,17235.7,5032.7,41197.4,47866.53,202,-1147.4,3/31/2019,30950.3,4090.1,235.4,45209,20738.4,37861.8,34490.2,44359.1,44359.1,10524.4,5594.1,44922.6,47831.23,-535.4,12120,3/31/2020,36616.2,5602.9,235.4,40143.1,26481.9,38470.2,35584.9,46389.9,46389.9,7280.1,5602.9,39917.4,47383.99,-116.7,3840.2,3/31/2021
K S B Ltd.,3910.9,357.7,348.1,7849.2,2093.4,7210.9,6619.4,7284.7,7284.7,2651.8,580.2,7611.9,48426.41,-389.8,1246.4,12/31/2012,4284.6,373.7,348.1,8045.6,2376.3,7405.5,6791.8,7724.2,7724.2,2695.5,597.6,7850.5,47531.85,-114.1,1045.2,12/31/2013,4709,424.5,348.1,8817.7,2354.1,8360.3,7693.6,8854,8854,3326.7,654.2,8503.9,47622.35,-176.5,344.8,12/31/2014,5184.3,475.4,348.1,9062.7,2832.9,8245.2,7520.5,9295.3,9295.3,3286.5,698.3,8707.8,47744.18,-332,1112.4,12/31/2015,5808,423,348.1,9115.5,2963.4,8579.8,7903.8,9916.6,9916.6,3274,653.4,8790.6,47542.29,-596,568.1,12/31/2016,6277.4,446.7,348.1,10075.2,3256.8,9671.2,8960.3,10874,10874,3732.8,677.1,9692.4,47105.46,383.1,-257.5,12/31/2017,6784.5,497.3,348.1,11245.5,2576.8,10841.7,10024.8,12219.8,12219.8,4575.2,740.3,10930.7,47323,-860.4,775.8,12/31/2018,7459,727.1,348.1,14016.2,3638.4,13133,12215.4,14187.1,14187.1,5840.2,978.3,13593.4,46226.56,-1521.5,2021.5,12/31/2019,8116.3,694.9,348.1,12777.9,4477.7,12082.6,11056.4,15344.2,15344.2,6307.3,973.4,12431.2,47100.23,-1005.6,1714.8,12/31/2020,9292.8,1170.1,348.1,15798.1,4701.3,14973.7,13986.5,16013.3,16013.3,5742,1466,15406.5,45643.53,28.3,625,12/31/2021
Kajaria Ceramics Ltd.,2671.9,593.4,147.2,14028.9,-821.7,13376.4,12145.3,8635.5,8635.5,4407.9,807.2,14019.9,157381.16,-332.1,1152.6,3/31/2012,3420.7,748.9,147.2,17106.8,-955.7,16150.4,14884.6,9283.9,9283.9,4711.4,1005.5,17087.2,153058.77,-648,1179.2,3/31/2013,4774.7,858,151.2,20099.4,-181.3,18678,17439.1,10066.6,10066.6,4124.2,1167.4,20066.9,151992.11,-882.8,1700.6,3/31/2014,7062.4,1302.1,158.9,23888.5,324,22660.5,21363.9,12680.4,12680.4,4626.2,1683.6,23784.9,151379.17,-697.3,152.2,3/31/2015,9402.7,1988.7,158.9,26353.7,980.5,24073.6,22303.1,15568.7,15568.7,5014.2,2370,26094.3,149596.09,-2148.9,3045.7,3/31/2016,11638,2223.3,158.9,27454.5,2360.1,24881.4,22901,16639.2,16639.2,3691.7,2701.6,27201.1,153838.87,-1347.4,2625,3/31/2017,13606.7,2142.4,159,26517.6,4022.1,24064,22055.7,18402.1,18402.1,3392.6,2523.2,26282.5,150599.07,-1141.3,1991.3,3/31/2018,15500.8,1884.1,159,27658.7,5218.5,25514.3,23511.7,20572.7,20572.7,3696.9,2459,27260.7,148919.47,-2847.2,2912.9,3/31/2019,17140.6,1638.2,159,26225,5648.5,23679.4,22152.5,22084.1,22084.1,3500.8,2788,25718,149842.85,-1386.8,2351.4,3/31/2020,18622.9,1426.7,159.1,25747.5,6578.2,21775.4,19922.5,23230.1,23230.1,3344.3,3017.5,25231.8,147709.52,-2451,4518.6,3/31/2021
Kalpataru Power Transmission Ltd.,17122.2,1387.3,306.9,31500.8,7798.6,29718.1,27156.2,36621.7,36621.7,16260.4,1649.1,30877.7,54277.41,-213.4,1561.5,3/31/2012,18156.3,1114.3,306.9,34749,5488.6,34173.2,31580.6,41696.1,41696.1,20802.6,1376.5,34215.4,55155.97,-2078,2009.1,3/31/2013,19234.7,1199.9,306.9,42251.2,4757.9,41220.1,37768.7,46131.2,46131.2,24700.5,1463.7,41759.2,54403.98,-964.5,842.7,3/31/2014,20400.9,1383.7,306.9,45465.2,7470.3,44197.1,40663.3,48373.5,48373.5,24037.5,1656.1,44878.2,54269.96,-462.6,372.7,3/31/2015,21842,1374.8,306.9,44799.6,6294.6,41837.1,38024.9,53159.2,53159.2,27319.8,1924.3,44199.9,52803.21,-1679.3,7555.2,3/31/2016,24480.2,2690.7,306.9,50633.6,7487.2,47931.9,43964.3,61645.9,61645.9,32811.1,2690.7,50073.6,53004.23,-2114.4,3217.3,3/31/2017,27393.6,2857.5,306.9,58271.4,9197.4,55257.7,50543.7,73464.7,73464.7,39836.5,3220,57780.3,52497.94,-1875.6,1034.8,3/31/2018,31214.7,3564.4,306.9,71881.4,16669.5,67822.3,62656.3,83231.3,83231.3,44301.2,4013,71166.6,52468.16,-1725.5,5253.5,3/31/2019,35046.5,3438.9,309.4,80271.3,12856.1,76262.3,70901.4,97033.9,97033.9,55739.5,4630.5,79034.9,53845.57,-4766.2,2429.3,3/31/2020,38330.2,4886.5,297.8,79252.9,16681.8,72916,67586.8,97140.4,97140.4,52289.3,6152.2,76701.3,52937.22,2460.1,1978.8,3/31/2021
Kalyan Jewellers India Ltd.,2471.6,1337.7,682.3,48674.1,2423.3,54091.7,52386.9,16393,16393,12132.2,1337.7,48620.3,62266.71,-856.5,-1824.6,3/31/2012,5167.7,2498,704.3,72082.1,5337.7,74816.7,71673,30968.2,30968.2,23010.4,2498,71950.5,61854.69,-926.4,-4100.5,3/31/2013,6887,1719.3,704.3,73531.6,1018.6,71038.6,67262.5,40923.7,40923.7,33207.5,1719.3,73426.5,62112.2,-2130.1,-308.9,3/31/2014,5796.2,518.4,7042.6,74319.4,3840.2,77103.4,73746.2,46532.3,46532.3,30529.2,518.4,72892.9,61648.68,-6130.4,-813.1,3/31/2015,6118.2,245.9,7042.6,81289.5,2214.3,81641.6,78230.6,53716.9,53716.9,36485.5,245.9,79812.7,60464.11,-4671.5,6909.6,3/31/2016,6416.4,1144.8,8392.4,76065.5,-2308.9,80120.6,75811.5,55148.2,55148.2,37639.7,1144.8,75395.1,60052.09,-1150.6,498.7,3/31/2017,11220.1,1375.9,8392.4,83190.2,11584.5,86725.5,82555,66450.3,66450.3,29785.9,1375.9,82138.7,60464.11,-3196.5,9907.1,3/31/2018,11671.4,449.3,8392.4,75065.8,-944.6,69500.8,65890.6,60447,60447,38077,449.3,74117.4,59691.57,1434.6,4305.1,3/31/2019,11990.8,1563.5,8392.4,79441.2,84.4,78251.7,72092.7,68017.2,68017.2,39345.2,1563.5,77733.3,58661.52,38.6,4957.5,3/31/2020,19953.9,1382.3,10300.5,73783.8,5336.4,77633.7,71554.2,80629.7,80629.7,43893.4,1382.3,72971.7,57528.46,-3099.3,1150.7,3/31/2021
Kansai Nerolac Paints Ltd.,12320.8,2228.2,538.9,35116.6,4080.1,32874.5,31129.3,20740.3,20740.3,6361.7,2921.8,33736.3,219852.3,-1482.2,2236.1,3/31/2013,13693,1372.1,538.9,37528.9,5137.5,36380.2,34728.9,22660.3,22660.3,6877.5,2065.7,37338.9,216160.7,-1124.6,1892.6,3/31/2014,15429.3,1759.3,538.9,42389.5,6674.7,39072.7,37132,23539.2,23539.2,6076.1,2671.6,42105.4,215945.13,-2387.4,3024.9,3/31/2015,24489.8,8076.2,538.9,51700,14750.2,42926.8,40488.6,32193.6,32193.6,6710.3,8988.5,46073.1,214813.4,1453.2,3895.7,3/31/2016,27514.3,3071.8,538.9,50394.6,16219.4,45767.4,42534.4,36358,36358,7077.4,5059.4,49399.3,209963.12,-5667.5,3449.6,3/31/2017,30712.3,3208.9,538.9,52765.9,15970.8,47991,44544.9,41114.5,41114.5,8670.1,5164,52041.7,213250.53,-1547.7,3773.7,3/31/2018,33705.8,2984.3,538.9,57541.2,13207.1,54847.5,51505.4,43542.9,43542.9,7897.8,4673.5,56922.4,215298.43,855,1104.1,3/31/2019,37329.8,3664.8,538.9,55258.7,14982.2,49392.6,46691.3,46436.8,46436.8,6929.6,5354,54990.1,207915.23,-3439.1,6206.1,3/31/2020,40231.3,2934.8,538.9,54066.3,18583.7,49755,46267.7,53070.4,53070.4,10246.5,5306,53677.8,199508.08,-4653.3,6547,3/31/2021,41170.4,914,538.9,67012.8,18767.7,66078.9,63050.8,54704.7,54704.7,10562.6,3743.3,66684.2,205948.17,2514.6,590.9,3/31/2022
Kei Industries Ltd.,2137,227.7,133.9,18384.8,172.9,18523.7,17145.2,12336.2,12336.2,8439.6,243.3,18231.6,118655.35,-144.8,322.4,3/31/2012,2415.3,247,140.5,18263.8,291.8,18434.2,16921.9,12099.6,12099.6,8129.3,263.4,18122.9,117398.38,-150.4,1492.6,3/31/2013,2539.1,97.9,147.5,17648.8,617.7,17968.1,16466.2,12692.6,12692.6,8397.6,116,17518.9,117006.42,-218.7,834.7,3/31/2014,2884,305.3,154.5,21757.5,1179.8,21940.9,20216.1,13663.9,13663.9,8992.3,342.5,21578,116691.05,-166.2,1978.7,3/31/2015,3511.8,575.5,154.5,25037.6,1737.5,23960.2,22004.8,14970.9,14970.9,8979.6,622,24980.3,114046.45,-975,1851.6,3/31/2016,4453.5,891.8,155.6,28425,1043.2,27913.5,25953.6,19230.1,19230.1,13337.6,938.3,28320,112320.93,-627.5,-288.3,3/31/2017,5888.6,1389.4,156.7,35057.2,3070.2,33937.8,31772.2,23103.8,23103.8,15009.5,1445.6,34935.5,113334.62,-763.3,1893.6,3/31/2018,7631,1724.2,157.9,42345.6,1586.4,41572.9,38547.8,27970.8,27970.8,18306.9,1818.7,42226.5,110906.28,-2750.5,6239.8,3/31/2019,14888.5,2274.9,179,49019.4,8436.6,47830.8,44993.7,33024.6,33024.6,16722.7,2551,48836.4,107243.49,110.3,-131,3/31/2020,17596.7,2553.4,179.7,42032.8,12670.5,38246.7,36081.7,30530.4,30530.4,11648.1,2733.1,41814,108716.72,753.7,1539.3,3/31/2021
